CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
11/20/2013,9:10,BROOKLYN,11234,40.6262104,-73.9276589,"(40.6262104, -73.9276589)",UTICA AVENUE                    ,FLATLANDS AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128985,SPORT UTILITY / STATION WAGON,VAN,,,
12/02/2013,6:50,BROOKLYN,11234,40.6211779,-73.9300454,"(40.6211779, -73.9300454)",AVENUE M                        ,SCHENECTADY AVENUE              ,,1,0,1,0,0,0,0,0,Unspecified,,,,,129076,UNKNOWN,,,,
12/04/2013,20:30,BROOKLYN,11234,40.6121211,-73.9190085,"(40.6121211, -73.9190085)",EAST 56 STREET                  ,AVENUE U                        ,,0,0,0,0,0,0,0,0,Accelerator Defective,Unspecified,,,,129086,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/17/2013,23:53,BROOKLYN,11234,40.6279845,-73.924919,"(40.6279845, -73.924919)",EAST 53 STREET                  ,FLATLANDS AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128963,PASSENGER VEHICLE,UNKNOWN,,,
12/02/2013,8:00,BROOKLYN,11234,40.6338659,-73.9198107,"(40.6338659, -73.9198107)",EAST 59 STREET                  ,GLENWOOD ROAD                   ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,129063,PASSENGER VEHICLE,VAN,,,
11/13/2013,18:15,BROOKLYN,11234,40.6212167,-73.9353802,"(40.6212167, -73.9353802)",FLATBUSH AVENUE                 ,FLATLANDS AVENUE                ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,128942,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
11/15/2013,17:45,BROOKLYN,11234,40.6173247,-73.9109553,"(40.6173247, -73.9109553)",AVENUE U                        ,EAST 66 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128954,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/26/2013,10:45,BROOKLYN,11234,40.6278822,-73.9325061,"(40.6278822, -73.9325061)",KINGS HIGHWAY                   ,AVENUE J                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,129031,PASSENGER VEHICLE,UNKNOWN,,,
11/19/2013,14:15,BROOKLYN,11234,40.6320672,-73.9186024,"(40.6320672, -73.9186024)",FLATLANDS AVENUE                ,RALPH AVENUE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128977,OTHER,PASSENGER VEHICLE,,,
11/18/2013,16:00,BROOKLYN,11234,40.6256522,-73.9305234,"(40.6256522, -73.9305234)",AVENUE K                        ,SCHENECTADY AVENUE              ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,128969,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/23/2013,22:30,BROOKLYN,11234,40.6098096,-73.9224976,"(40.6098096, -73.9224976)",FLATBUSH AVENUE                 ,AVENUE U                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,129011,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/25/2013,8:44,BROOKLYN,11234,40.62392,-73.921595,"(40.62392, -73.921595)",AVENUE L                        ,EAST 56 STREET                  ,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,129020,VAN,PASSENGER VEHICLE,,,
11/09/2013,10:00,BROOKLYN,11234,40.6287705,-73.9182425,"(40.6287705, -73.9182425)",AVENUE J                        ,RALPH AVENUE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128920,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/14/2013,17:45,BROOKLYN,11234,40.6169211,-73.930601,"(40.6169211, -73.930601)",FLATBUSH AVENUE                 ,EAST 46 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128949,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/23/2013,21:40,BROOKLYN,11234,40.6284664,-73.9230559,"(40.6284664, -73.9230559)",EAST 55 STREET                  ,AVENUE J                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,129015,PASSENGER VEHICLE,BUS,,,
12/04/2013,14:35,BROOKLYN,11234,40.6287025,-73.9192477,"(40.6287025, -73.9192477)",AVENUE J                        ,EAST 59 STREET                  ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,129084,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/10/2013,8:00,BROOKLYN,11234,40.6144783,-73.9264002,"(40.6144783, -73.9264002)",UTICA AVENUE                    ,FILLMORE AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128930,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/04/2013,8:30,BROOKLYN,11234,40.6341296,-73.9285006,"(40.6341296, -73.9285006)",KINGS HIGHWAY                   ,UTICA AVENUE                    ,,2,0,0,0,0,0,2,0,Physical Disability,Unspecified,,,,129088,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/02/2013,19:30,BROOKLYN,11234,40.6173247,-73.9109553,"(40.6173247, -73.9109553)",EAST 66 STREET                  ,AVENUE U                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,129068,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/04/2013,16:05,BROOKLYN,11234,40.6235615,-73.92737,"(40.6235615, -73.92737)",UTICA AVENUE                    ,AVENUE L                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,129081,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/11/2013,13:00,BROOKLYN,11234,40.6235615,-73.92737,"(40.6235615, -73.92737)",UTICA AVENUE                    ,AVENUE L                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128934,PASSENGER VEHICLE,UNKNOWN,,,
11/15/2013,11:25,BROOKLYN,11234,40.6286428,-73.9201845,"(40.6286428, -73.9201845)",AVENUE J                        ,EAST 58 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128973,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/27/2013,17:45,BROOKLYN,11234,40.6411861,-73.9195569,"(40.6411861, -73.9195569)",RALPH AVENUE                    ,PRESTON COURT                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,129041,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/04/2013,12:26,BROOKLYN,11234,40.6217185,-73.9213599,"(40.6217185, -73.9213599)",AVENUE M                        ,EAST 56 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128892,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/04/2013,11:41,BROOKLYN,11234,40.6375782,-73.9259207,"(40.6375782, -73.9259207)",KINGS HIGHWAY                   ,PRESTON COURT                   ,,0,0,0,0,0,0,0,0,Unspecified,,,,,128891,SMALL COM VEH(4 TIRES) ,,,,
11/07/2013,9:39,BROOKLYN,11234,40.6280046,-73.9181642,"(40.6280046, -73.9181642)",EAST 72 STREET                  ,RALPH AVENUE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,129010,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/04/2013,9:05,BROOKLYN,11234,40.6256346,-73.9091646,"(40.6256346, -73.9091646)",ROYCE PLACE                     ,BERGEN AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128889,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/07/2013,8:14,BROOKLYN,11234,40.6197521,-73.9159014,"(40.6197521, -73.9159014)",AVENUE N                        ,EAST 64 STREET                  ,,1,0,0,0,0,0,1,0,Outside Car Distraction,Driver Inattention/Distraction,,,,128906,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/07/2013,15:07,BROOKLYN,11234,40.6078765,-73.9255287,"(40.6078765, -73.9255287)",AVENUE U                        ,RYDER STREET                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128907,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/05/2013,6:50,BROOKLYN,11234,40.6179263,-73.931731,"(40.6179263, -73.931731)",FLATBUSH AVENUE                 ,QUENTIN ROAD                    ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,128897,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/06/2013,13:00,BROOKLYN,11234,40.6146576,-73.9234969,"(40.6146576, -73.9234969)",EAST 53 STREET                  ,FILLMORE AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128904,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/05/2013,21:44,BROOKLYN,11234,40.6174327,-73.9324879,"(40.6174327, -73.9324879)",HENDRICKSON STREET              ,QUENTIN ROAD                    ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,128901,UNKNOWN,,,,
11/06/2013,7:34,BROOKLYN,11234,40.6220441,-73.9123611,"(40.6220441, -73.9123611)",AVENUE N                        ,EAST 69 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128902,SPORT UTILITY / STATION WAGON,VAN,,,
11/08/2013,7:00,BROOKLYN,11234,40.6146576,-73.9234969,"(40.6146576, -73.9234969)",FILLMORE AVENUE                 ,EAST 53 STREET                  ,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,128913,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/06/2013,19:15,BROOKLYN,11234,40.6331466,-73.9235549,"(40.6331466, -73.9235549)",EAST 55 STREET                  ,AVENUE H                        ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,128905,PASSENGER VEHICLE,,,,
11/07/2013,20:12,BROOKLYN,11234,40.6098096,-73.9224976,"(40.6098096, -73.9224976)",FLATBUSH AVENUE                 ,AVENUE U                        ,,1,0,1,0,0,0,0,0,Unspecified,,,,,128918,PASSENGER VEHICLE,,,,
11/04/2013,8:25,BROOKLYN,11234,40.6212167,-73.9353802,"(40.6212167, -73.9353802)",FLATBUSH AVENUE                 ,FLATLANDS AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128890,PASSENGER VEHICLE,BUS,,,
11/07/2013,19:25,BROOKLYN,11234,40.6305063,-73.9281154,"(40.6305063, -73.9281154)",UTICA AVENUE                    ,AVENUE I                        ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,128910,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
11/06/2013,11:06,BROOKLYN,11234,40.6090557,-73.9280665,"(40.6090557, -73.9280665)",EAST 38 STREET                  ,AVENUE T                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128909,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
11/06/2013,17:30,BROOKLYN,11234,40.621757,-73.934544,"(40.621757, -73.934544)",FLATLANDS AVENUE                ,HARDEN STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128962,PASSENGER VEHICLE,BICYCLE,,,
11/05/2013,16:00,BROOKLYN,11234,40.6170891,-73.9189484,"(40.6170891, -73.9189484)",AVENUE O                        ,EAST 58 STREET                  ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,128898,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/08/2013,8:46,BROOKLYN,11234,40.6191319,-73.9239744,"(40.6191319, -73.9239744)",EAST 53 STREET                  ,AVENUE N                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128914,VAN,SPORT UTILITY / STATION WAGON,,,
11/05/2013,8:20,BROOKLYN,11234,40.6082027,-73.9207095,"(40.6082027, -73.9207095)",FLATBUSH AVENUE                 ,AVENUE V                        ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,128900,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/07/2013,11:30,BROOKLYN,11234,40.609253,-73.9233698,"(40.609253, -73.9233698)",AVENUE U                        ,HENDRICKSON STREET              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128908,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/07/2013,18:30,BROOKLYN,11234,40.6098096,-73.9224976,"(40.6098096, -73.9224976)",FLATBUSH AVENUE                 ,AVENUE U                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,128912,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/17/2013,12:08,BROOKLYN,11234,40.6185937,-73.9424176,"(40.6185937, -73.9424176)",KINGS HIGHWAY                   ,NEW YORK AVENUE                 ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,128765,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/12/2013,10:12,BROOKLYN,11234,40.6320672,-73.9186024,"(40.6320672, -73.9186024)",RALPH AVENUE                    ,FLATLANDS AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128742,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/28/2013,0:16,BROOKLYN,11234,40.6285288,-73.9220868,"(40.6285288, -73.9220868)",AVENUE J                        ,EAST 56 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,,,,,128845,PASSENGER VEHICLE,,,,
10/31/2013,22:50,BROOKLYN,11234,40.6136832,-73.9119254,"(40.6136832, -73.9119254)",MILL AVENUE                     ,STRICKLAND AVENUE               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128884,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/19/2013,18:55,BROOKLYN,11234,40.6189499,-73.9268779,"(40.6189499, -73.9268779)",UTICA AVENUE                    ,AVENUE N                        ,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,128783,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/10/2013,9:05,BROOKLYN,11234,40.6098096,-73.9224976,"(40.6098096, -73.9224976)",AVENUE U                        ,FLATBUSH AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128734,BUS,LARGE COM VEH(6 OR MORE TIRES),,,
10/28/2013,9:10,BROOKLYN,11234,40.6324916,-73.9341443,"(40.6324916, -73.9341443)",TROY AVENUE                     ,AVENUE H                        ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,128851,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/2013,6:58,BROOKLYN,11234,40.6088089,-73.9241158,"(40.6088089, -73.9241158)",AVENUE U                        ,COLEMAN STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128867,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/10/2013,2:50,BROOKLYN,11234,40.6172476,-73.9070977,"(40.6172476, -73.9070977)",EAST 69 STREET                  ,AVENUE V                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128730,PASSENGER VEHICLE,UNKNOWN,,,
10/15/2013,9:30,BROOKLYN,11234,40.6396194,-73.9204236,"(40.6396194, -73.9204236)",EAST 59 STREET                  ,FOSTER AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128757,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
10/08/2013,19:30,BROOKLYN,11234,40.6106872,-73.9298871,"(40.6106872, -73.9298871)",EAST 38 STREET                  ,AVENUE S                        ,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,,,,128729,PASSENGER VEHICLE,BICYCLE,,,
10/17/2013,6:30,BROOKLYN,11234,40.613056,-73.917563,"(40.613056, -73.917563)",EAST 57 STREET                  ,AVENUE U                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128764,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/24/2013,1:50,BROOKLYN,11234,40.62392,-73.921595,"(40.62392, -73.921595)",EAST 56 STREET                  ,AVENUE L                        ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,128809,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/01/2013,14:36,BROOKLYN,11234,40.6320672,-73.9186024,"(40.6320672, -73.9186024)",RALPH AVENUE                    ,FLATLANDS AVENUE                ,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,128877,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/26/2013,12:55,BROOKLYN,11234,40.5965113,-73.9078755,"(40.5965113, -73.9078755)",FLATBUSH AVENUE                 ,SHORE PARKWAY                   ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,128841,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/10/2013,12:15,BROOKLYN,11234,40.6232027,-73.9331521,"(40.6232027, -73.9331521)",AVENUE L                        ,TROY AVENUE                     ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,,128735,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
10/26/2013,20:00,BROOKLYN,11234,40.6170891,-73.9189484,"(40.6170891, -73.9189484)",AVENUE O                        ,EAST 58 STREET                  ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,128835,PASSENGER VEHICLE,BICYCLE,,,
10/14/2013,18:41,BROOKLYN,11234,40.6188304,-73.9288196,"(40.6188304, -73.9288196)",AVENUE N                        ,EAST 48 STREET                  ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,128758,PASSENGER VEHICLE,MOTORCYCLE,,,
10/21/2013,20:32,BROOKLYN,11234,40.6098096,-73.9224976,"(40.6098096, -73.9224976)",FLATBUSH AVENUE                 ,AVENUE U                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128799,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/19/2013,14:30,BROOKLYN,11234,40.6131169,-73.9262972,"(40.6131169, -73.9262972)",FLATBUSH AVENUE                 ,UTICA AVENUE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128776,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/26/2013,7:47,BROOKLYN,11234,40.6182043,-73.9056267,"(40.6182043, -73.9056267)",EAST 71 STREET                  ,AVENUE V                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,128827,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,UNKNOWN,,
10/10/2013,10:20,BROOKLYN,11234,40.6351212,-73.9296237,"(40.6351212, -73.9296237)",GLENWOOD ROAD                   ,EAST 49 STREET                  ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,128731,BUS,PICK-UP TRUCK,,,
10/24/2013,5:50,BROOKLYN,11234,40.6281676,-73.9278657,"(40.6281676, -73.9278657)",UTICA AVENUE                    ,AVENUE J                        ,,1,0,1,0,0,0,0,0,Unspecified,,,,,128810,PASSENGER VEHICLE,,,,
10/21/2013,16:40,BROOKLYN,11234,40.6101876,-73.9393454,"(40.6101876, -73.9393454)",MARINE PARKWAY                  ,AVENUE R                        ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,128791,PASSENGER VEHICLE,BICYCLE,,,
10/23/2013,14:50,BROOKLYN,11234,40.6199866,-73.9101665,"(40.6199866, -73.9101665)",EAST 69 STREET                  ,VETERANS AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128807,UNKNOWN,PASSENGER VEHICLE,,,
10/20/2013,13:13,BROOKLYN,11234,40.6341296,-73.9285006,"(40.6341296, -73.9285006)",UTICA AVENUE                    ,KINGS HIGHWAY                   ,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,128782,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/28/2013,12:30,BROOKLYN,11234,40.6341296,-73.9285006,"(40.6341296, -73.9285006)",UTICA AVENUE                    ,KINGS HIGHWAY                   ,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,128860,PASSENGER VEHICLE,UNKNOWN,,,
11/03/2013,14:40,BROOKLYN,11234,40.6280046,-73.9181642,"(40.6280046, -73.9181642)",RALPH AVENUE                    ,EAST 72 STREET                  ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Traffic Control Disregarded,,,,128883,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/11/2013,15:20,BROOKLYN,11234,40.6149737,-73.9284311,"(40.6149737, -73.9284311)",EAST 48 STREET                  ,FLATBUSH AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128740,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/01/2013,5:00,BROOKLYN,11234,40.6082027,-73.9207095,"(40.6082027, -73.9207095)",FLATBUSH AVENUE                 ,AVENUE V                        ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,128875,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/27/2013,16:03,BROOKLYN,11234,40.6250879,-73.9120689,"(40.6250879, -73.9120689)",EAST 72 STREET                  ,AVENUE M                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128843,PASSENGER VEHICLE,UNKNOWN,,,
10/31/2013,13:00,BROOKLYN,11234,40.6235719,-73.9356121,"(40.6235719, -73.9356121)",KINGS HIGHWAY                   ,OVERBAUGH PLACE                 ,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,128885,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
10/20/2013,22:00,BROOKLYN,11234,40.6154331,-73.9138754,"(40.6154331, -73.9138754)",AVENUE U                        ,MILL AVENUE                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128785,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/17/2013,17:45,BROOKLYN,11234,40.6216588,-73.9223289,"(40.6216588, -73.9223289)",EAST 55 STREET                  ,AVENUE M                        ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,128768,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/26/2013,16:28,BROOKLYN,11234,40.6320672,-73.9186024,"(40.6320672, -73.9186024)",RALPH AVENUE                    ,FLATLANDS AVENUE                ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,128833,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/25/2013,13:36,BROOKLYN,11234,40.6195473,-73.9172632,"(40.6195473, -73.9172632)",RALPH AVENUE                    ,AVENUE N                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128844,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2013,14:20,BROOKLYN,11234,40.6264564,-73.9179932,"(40.6264564, -73.9179932)",RALPH AVENUE                    ,AVENUE K                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128781,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/21/2013,19:20,BROOKLYN,11234,40.6050714,-73.9298678,"(40.6050714, -73.9298678)",EAST 33 STREET                  ,AVENUE U                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128792,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/24/2013,10:16,BROOKLYN,11234,40.6212167,-73.9353802,"(40.6212167, -73.9353802)",FLATBUSH AVENUE                 ,FLATLANDS AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128814,PASSENGER VEHICLE,UNKNOWN,,,
10/17/2013,11:30,BROOKLYN,11234,40.6351864,-73.9286112,"(40.6351864, -73.9286112)",GLENWOOD ROAD                   ,UTICA AVENUE                    ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,128773,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/17/2013,10:00,BROOKLYN,11234,40.6351864,-73.9286112,"(40.6351864, -73.9286112)",UTICA AVENUE                    ,GLENWOOD ROAD                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128767,PASSENGER VEHICLE,UNKNOWN,,,
10/21/2013,11:07,BROOKLYN,11234,40.6309047,-73.9204195,"(40.6309047, -73.9204195)",FLATLANDS AVENUE                ,AVENUE I                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128787,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/24/2013,10:10,BROOKLYN,11234,40.611639,-73.9128646,"(40.611639, -73.9128646)",STRICKLAND AVENUE               ,EAST 60 PLACE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128813,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/28/2013,18:30,BROOKLYN,11234,40.6344828,-73.9188516,"(40.6344828, -73.9188516)",RALPH AVENUE                    ,GLENWOOD ROAD                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,146861,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/12/2013,15:43,BROOKLYN,11234,40.6256567,-73.9334414,"(40.6256567, -73.9334414)",TROY AVENUE                     ,KINGS HIGHWAY                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128749,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/25/2013,17:00,BROOKLYN,11234,40.6154331,-73.9138754,"(40.6154331, -73.9138754)",AVENUE U                        ,MILL AVENUE                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128821,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/02/2013,6:50,BROOKLYN,11234,40.6098096,-73.9224976,"(40.6098096, -73.9224976)",FLATBUSH AVENUE                 ,AVENUE U                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128881,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/02/2013,14:55,BROOKLYN,11234,40.6411861,-73.9195569,"(40.6411861, -73.9195569)",RALPH AVENUE                    ,PRESTON COURT                   ,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,128880,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2013,17:17,BROOKLYN,11234,40.6179263,-73.931731,"(40.6179263, -73.931731)",QUENTIN ROAD                    ,FLATBUSH AVENUE                 ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,128761,SPORT UTILITY / STATION WAGON,BICYCLE,,,
10/21/2013,12:59,BROOKLYN,11234,40.6280046,-73.9181642,"(40.6280046, -73.9181642)",EAST 72 STREET                  ,RALPH AVENUE                    ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,128788,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
